text,dim_1,dim_2,group_size,group_texts,group_min_sim,cluster,most_frequent,cluster_name
group_609,0.5914774663656338,-0.4575830664537564,3,,0.8295113996751269,3,directions,Competitive loss
group_610,1.2596531211361117,-0.12782066147117838,25,,0.7675149633270445,4,motivation,Mourning
group_611,-0.8611585384080989,0.05962944667190884,5,,0.8196298272734648,2,inferior,Deprivation
group_612,0.4589351223551359,-0.7966663198632776,2,,0.8339384510667512,2,almost,Deprivation
group_613,-0.5570784260600231,-0.5873040268013529,12,,0.7539333232579117,2,incapable,Deprivation
group_614,-0.31277355886906355,-0.4595642886795124,5,,0.7603328050545025,2,unattainable,Deprivation
group_615,-1.143170283987065,0.16059586732358744,4,,0.8126376355267637,2,low income,Deprivation
group_616,-0.33760010959751924,-0.9573649196357474,3,,0.7913317173352085,2,unskilled,Deprivation
group_617,-0.13124106620894085,1.6383534474016432,7,,0.7897779062056538,1,melancholy,Emotional Distress
group_618,-0.18282018452163745,0.16252430039214127,2,,0.8095591756009943,2,don't associate with,Deprivation
group_619,-0.6810115493317016,-0.6634725876887833,3,,0.8007962959992682,2,less than before,Deprivation
group_620,0.3268329079620188,1.4235253477341079,27,,0.7502129818850954,1,worry,Emotional Distress
group_621,0.869080759787396,-0.4201208966128014,3,,0.818640382973102,3,where is it,Competitive loss
group_622,-0.4463167491307243,-0.3439974257201991,5,,0.8720366431656122,2,never see again,Deprivation
group_623,2.15564758926797,3.2688947455695403,1,,1,4,casket in ground,Mourning
group_624,0.39202493261729376,1.7988527057722088,4,,0.8263728584862016,1,distress,Emotional Distress
group_625,1.540955831207895,1.1708742601935707,12,,0.836610093095518,4,loss of faith,Mourning
group_626,0.5000152113555629,1.697886121204725,1,,0.9999999932921207,1,tanking,Emotional Distress
group_627,-0.36680671249720914,-0.8938490137006633,17,,0.7474119838565327,2,not good enough,Deprivation
group_628,-0.5400900212334728,1.9411971391378642,7,,0.7910523721121703,1,exhaustion,Emotional Distress
group_629,-0.32410349020351337,0.3857709505936613,4,,0.7635643654423951,2,slow,Deprivation
group_630,-2.8007066241914114,-2.980626774284477,9,,0.7825093049848689,5,financial hardship,Financial
group_631,-1.094586201666977,-1.0603813962641482,1,,0.9999999932921207,7,operational disruption,Inaccessibility
group_632,2.8259660179473314,3.2602833659072217,42,,0.7647571181042824,4,lost my grandmother,Mourning
group_633,-3.1884964010115002,-0.09102052223880149,76,,0.7428176767824829,6,lost my phone,Material deprivation
group_634,1.1031472155704605,-0.2794969902757244,1,,0.9999999932921207,3,expected,Competitive loss
group_635,0.27716943385223924,1.3676578061084483,9,,0.7720429010333796,1,panic,Emotional Distress
group_636,-1.2664862516103754,0.36297180654621586,2,,0.7479365887208704,2,downswing,Deprivation
group_637,-0.17633854587282413,0.9934623910148329,13,,0.7798085729744391,2,hardship,Deprivation
group_638,0.36095293185296273,0.9905411604209798,2,,0.7664890404233649,2,deprived of gratification,Deprivation
group_639,0.7684498659408223,0.9461660844128373,6,,0.7491348925461998,4,a thought,Mourning
group_640,0.8667453057752521,1.1892477969964892,3,,0.8066165061593734,1,lack of worth,Emotional Distress
group_641,2.5220527784577333,2.0502844891439866,16,,0.7497953940306555,4,lost family contact,Mourning
group_642,1.9591802899751252,-0.27783859478767103,3,,0.8258353058761525,3,comic,Competitive loss
group_643,1.9015798941928428,-0.5686119090196691,2,,0.7603904468461511,3,live,Competitive loss
group_644,1.2637389469213463,1.8069514281992713,9,,0.7481854258785987,1,physical,Emotional Distress
group_645,1.7433598871468197,-0.692924400925778,9,,0.8606189117835517,3,objects,Competitive loss
group_646,-2.4447053723461436,-2.967273045175382,4,,0.7868164950921199,5,wealth,Financial
group_647,-3.0468175824134005,-3.0174356680597754,15,,0.7542121725861616,5,stock price dropped,Financial
group_648,-0.9275808805209246,0.20905049549276494,6,,0.7485699897200433,2,worthless,Deprivation
group_649,-0.3471574573236764,-0.4838535815270837,2,,0.775841153806811,2,not ideal,Deprivation
group_650,1.4051144134364875,-1.6879035618978606,4,,0.8151905122435813,3,next time,Competitive loss
group_651,-2.687186323074209,2.819584185649141,34,,0.7933189915014596,6,pet,Material deprivation
group_652,3.1210257883206594,0.971114450681413,10,,0.7604129507610394,4,argument,Mourning
group_653,2.948262326603637,0.8440259510882859,2,,0.76054127448047,4,small disagreements,Mourning
group_654,-0.4939236103342669,0.3522847327632188,1,,0.9999999932921207,2,folly,Deprivation
group_655,1.1079094254747412,-0.95399386975385,6,,0.7633163691560528,3,free time,Competitive loss
group_656,-2.59771331763513,-3.357696074464487,30,,0.7673918845283199,5,investment,Financial
group_657,-0.4846638265663197,3.137475344220931,6,,0.7713811080267079,1,diet,Emotional Distress
group_658,0.32602732699062786,0.6298517377678446,30,,0.7585847358830787,2,loss of motivation,Deprivation
group_659,1.1408278473517048,0.9010221347994053,3,,0.7865664966595101,4,reflect,Mourning
group_660,2.0111194598185365,2.2182087211074872,8,,0.7878513619973351,4,youth,Mourning
group_661,2.076502745040594,-0.9289383036130355,15,,1,3,home,Competitive loss
group_662,1.4998234642446222,0.32771274618807933,14,,0.7630609400748738,4,happiness,Mourning
group_663,1.652651558114783,-0.5657477514631113,1,,1,3,part,Competitive loss
group_664,1.0010999395719662,1.0163857373517664,4,,0.7805380193082931,4,humbled,Mourning
group_665,2.252669863376154,-2.618158525244602,2,,0.7535938920597826,3,enemy team,Competitive loss
group_666,-0.6372534267681664,0.47562580663595444,7,,0.7672954527955225,2,sorry,Deprivation
group_667,0.010569098197215548,0.7574098754424516,2,,0.7734712963969184,2,complications,Deprivation
group_668,0.33463959446319413,-0.9524779343966989,6,,0.7667306531369275,2,less time together,Deprivation
group_669,-3.0125087678226348,-2.3717198409430162,1,,1,5,loststole moneygoods,Financial
group_670,-2.624517119749559,-3.277283454383307,6,,0.7678300059366218,5,economic,Financial
group_671,1.3265103427129723,-0.861928079477843,2,,0.7762456727444869,3,financial or material,Competitive loss
group_672,1.3880372492785256,1.0502639298483993,6,,0.7698310301078348,4,myself,Mourning
group_673,0.5538361545219761,-0.10952366788963362,4,,0.7719808480874599,2,done,Deprivation
group_674,0.12817382398992147,-1.5850371675090291,8,,0.7774765549802464,5,failures,Financial
group_675,0.6178998753127851,1.8656477348466507,2,,0.7656385079945156,1,senses,Emotional Distress
group_676,1.5964490136647989,0.18878885189997285,1,,1,4,invigorating,Mourning
group_677,-2.6468202732910995,-3.354261278102319,4,,0.7429430612075023,5,cs money,Financial
group_678,0.2876195523255689,-2.7924094219626823,5,,0.8175303932387514,5,at work,Financial
group_679,2.544787681630892,-0.1544775852609772,2,,1,3,meme,Competitive loss
group_680,3.127544799180349,1.003693154865135,13,,0.7469602272781766,4,an argument,Mourning
group_681,2.5885023999575747,2.8295629254166887,3,,0.8844927649938885,4,girl,Mourning
group_682,-3.03177485063195,2.613249384461811,75,,0.751569834874214,6,lost a pet,Material deprivation
group_683,-2.0731133746718955,-2.5112031970420756,3,,0.871216235891199,5,assets,Financial
group_684,0.36741719010454077,-0.7400061461542641,1,,1,2,no second chances,Deprivation
group_685,-2.4857805828570645,0.6719300296943073,5,,0.744117323712266,6,broken bowl,Material deprivation
group_686,-0.04608051737486543,2.431937524914976,12,,0.7690477395141101,1,injury,Emotional Distress
group_687,-0.08379897606446848,-0.9074373547666812,4,,0.7785206891950875,2,failed to help,Deprivation
group_688,0.3226702513436607,-0.45175493762909263,7,,0.7932458533353528,2,direction,Deprivation
group_689,1.229859206258792,-0.4572259728469772,6,,0.7626988898676542,3,purpose,Competitive loss
group_690,2.694467453267393,2.731345305424162,49,,0.7512570803479387,4,loss of family,Mourning
group_691,-2.4026361273824923,-3.1077320976369416,8,,0.7735486760377516,5,savings,Financial
group_692,-1.1525458178266614,0.41472845876696074,5,,0.7525520665021557,2,low,Deprivation
group_693,-0.16823309797726532,-1.3373117543457136,6,,0.7680993599205145,5,not achieving,Financial
group_694,0.35917771418383104,2.374337220948659,2,,0.8130473296486781,1,exercise limitation,Emotional Distress
group_695,-1.5245459091078903,-0.9173115025113269,3,,0.8341798032955524,7,wasting,Inaccessibility
group_696,0.6314382778024507,0.20248491196986212,6,,0.7548947251254009,2,surrender,Deprivation
group_697,1.5272380144593272,0.2299053265716895,4,,0.7621597520110114,4,stay positive,Mourning
group_698,0.2570620825830666,0.10935704821782541,7,,0.75772568820487185,2,denial,Deprivation
group_699,0.7778197150028339,1.5388650393530159,1,,0.9999999932921207,1,haze,Emotional Distress
group_700,-0.9150203881831394,0.2754482425376596,5,,0.7686238376956483,2,lazy,Deprivation
group_701,1.3198752847884312,-0.630971594241114,2,,0.8057055219360979,3,different,Competitive loss
group_702,0.34077262318859325,1.1708581404410507,7,,0.7687685133175072,1,humiliation,Emotional Distress
group_703,-0.6584328411977526,-0.2831574968598555,1,,1,2,unconsolable,Deprivation
group_704,-0.01573934944246244,1.8353279490890881,6,,0.7563673993413839,1,being sad,Emotional Distress
group_705,-2.8739325435985856,-1.8998275770941722,5,,0.7720134371057962,5,robbed,Financial
group_706,0.6884343188864414,0.6658692215494076,2,,0.8047595593555361,2,what if,Deprivation
group_707,-3.101008120060287,-0.5392663341217832,137,,0.7552852379116969,7,lost my keys,Inaccessibility
group_708,0.5756320283412533,1.6806206176367926,6,,0.8074567911112112,1,mental breakdown,Emotional Distress
group_709,0.8272261858409544,0.8748993883678031,1,,1,4,not experience enough,Mourning
group_710,1.439058368595587,-0.4520289642940351,2,,0.7863921668007515,3,necessary equipment,Competitive loss
group_711,1.7810791246374444,-3.06016322617572,1,,1,3,pokémon soulsilver,Competitive loss
group_712,-2.7892592287368236,-1.3220405416518695,5,,0.8716854850989448,7,identity theft,Inaccessibility
group_713,1.7905607026582306,-0.4972004407341723,5,,0.7557223051434884,3,an object,Competitive loss
group_714,0.5488516915703704,-0.44232508119502073,1,,0.9999999932921207,3,way,Competitive loss
group_715,-2.8291378563896044,-0.8402515427114189,4,,0.7619413491998138,7,loss of collectibles,Inaccessibility
group_716,0.3912401630760226,1.13069631499937,1,,0.9999999932921207,1,being without opinions,Emotional Distress
group_717,-0.5082996512622654,3.234712143458495,4,,0.8106329441647145,1,decrease in weight,Emotional Distress
group_718,0.43523182389238924,0.6943637892612371,16,,0.8095179088799475,2,letting go,Deprivation
group_719,1.2945877310927583,-0.9088460105995366,5,,0.775422340518035,3,passing,Competitive loss
group_720,-0.5724827631900208,-0.5853532065671251,2,,0.7942643794996432,2,not seeing,Deprivation
group_721,0.08274124328952687,1.529992551684792,2,,0.8101279686900218,1,feeling less than,Emotional Distress
group_722,0.5760474945450936,-0.3354809294943084,5,,0.7638027348923387,3,inevitable,Competitive loss
group_723,-0.42291389403511004,-0.19437724056266165,3,,0.7611523072552856,2,zero,Deprivation
group_724,-0.15165880906305682,1.9079985504231454,1,,1,1,crack head,Emotional Distress
group_725,2.7847952345146396,0.1417573471429428,7,,0.8677184334092517,4,donald trump,Mourning
group_726,2.241496436544796,-2.666930692798678,2,,0.75765265730878,3,chicago cubs,Competitive loss
group_727,2.3657416846905863,-2.714950027203565,2,,0.7635637583057597,3,buffalo bills,Competitive loss
group_728,-0.458784446560214,3.1853076193602092,2,,0.8183444622952796,1,successful diet,Emotional Distress
group_729,-1.2470993084714797,0.9995493285412419,4,,0.8067043935258925,2,degraded,Deprivation
group_730,-1.1576523550141833,0.6986257119606039,1,,1,2,downhill,Deprivation
group_731,3.2065946848729605,2.1813292331161946,15,,0.7432423450847024,4,lost my wife,Mourning
group_732,3.060635666351012,2.781128339369509,8,,0.762715705857405,4,betrayal by sibling,Mourning
group_733,2.2515214319177397,-2.016297251168762,2,,0.7545588419799456,3,vanquish,Competitive loss
group_734,-0.28575691309706397,0.9229338956520309,5,,0.7778647607311215,2,discouraged,Deprivation
group_735,-0.9644896264611746,-1.5553289066481697,5,,0.7849890455337528,7,missed the spot,Inaccessibility
group_736,1.2413784519958966,1.9429336073173853,8,,0.7524964919608415,1,cognitive decline,Emotional Distress
group_737,-0.061723580485415125,-1.3892770692289513,7,,0.7694318982175868,5,poor race performance,Financial
group_738,-0.44307067959984203,-0.7110297469339519,3,,0.8004162575827739,2,not being picked,Deprivation
group_739,2.474425771037956,-2.3702782379284293,3,,0.7761415790859186,3,deserving the loss,Competitive loss
group_740,1.6540871952306104,-0.23314980843122277,2,,1,3,status,Competitive loss
group_741,1.4293151924920526,1.6761533286209214,2,,0.8097266151881448,4,lost support system,Mourning
group_742,-1.4101954917394244,-1.158335558727901,25,,0.7860494991714927,7,wasted time,Inaccessibility
group_743,-2.1561359371742004,-2.395927203828953,3,,0.8118731663561671,5,property value,Financial
group_744,1.6713795772531665,0.2515742917266312,1,,1,4,moral values,Mourning
group_745,-0.2924682591308778,0.09386417620470575,1,,1,2,no interest,Deprivation
group_746,1.6205528284992319,0.7968681618533798,1,,1,4,eulogize,Mourning
group_747,1.186449960048378,1.9886908879798266,2,,0.8715545851055596,1,alzheimer's,Emotional Distress
group_748,-2.7973554245868986,-2.2612981372078114,6,,0.7516138963449713,5,fraud,Financial
group_749,-0.6436075385775734,-0.16599796348957696,1,,1,2,wrong numbers,Deprivation
group_750,1.9222545440444123,-2.1505496439288976,1,,1,3,state  wins,Competitive loss
group_751,-2.852361831849718,2.8739344163294125,7,,0.8199095263647866,6,pet passing,Material deprivation
group_752,2.1306745740257114,1.6864171146902551,8,,0.7661230343006751,4,moving away,Mourning
group_753,-0.13882294442942542,-1.6936702344950438,2,,0.7703575789824719,5,job performance issues,Financial
group_754,-0.18158802093211374,0.15913384706804784,3,,0.7510087534653087,2,misleading,Deprivation
group_755,0.38209921478284314,-0.15223010743370463,5,,0.9999999932921207,2,permanence,Deprivation
group_756,0.37637106054784186,1.6019214165604398,2,,0.7602432998287658,1,rehabilitate,Emotional Distress
group_757,-2.508925144681064,-2.33338583814023,9,,0.7484084745116593,5,lost insurance coverage,Financial
group_758,-2.561649295797324,-3.3902984169172017,7,,0.7877358961615092,5,finance,Financial
group_759,0.35714926235621214,1.123615750328148,12,,0.7424403485638594,1,loss of control,Emotional Distress
group_760,0.3365662824547768,0.061309252782911744,4,,0.7458269171694656,2,at a loss,Deprivation
group_761,-0.08120918852064281,0.09360532643579728,2,,0.7578141066380061,2,elude,Deprivation
group_762,1.4888253283063295,2.5738342869454796,2,,0.8332066804601133,4,grief of job,Mourning
group_763,3.0508492893950563,2.4271305558573575,14,,0.7462320422827708,4,death of spouse,Mourning
group_764,1.22082358621073,2.1468609248437973,20,,0.7455689946414915,4,hair loss,Mourning
group_765,-2.6454848818974233,-2.835858561105926,6,,0.7466427679013823,5,going broke,Financial
group_766,0.16580172643424593,1.5902629292826194,9,,0.7489599874749466,1,feeling alone,Emotional Distress
group_767,-0.700943361737825,-0.8788727489979361,1,,1,2,less important,Deprivation
group_768,1.727232324295881,0.6877218184708301,12,,0.761246442436171,4,faith,Mourning
group_769,-2.637982813505625,-3.0868557691368275,2,,0.7762512558927085,5,money not lasting,Financial
group_770,1.5410468816665257,-0.1487489990001287,3,,0.7827224606625528,4,l,Mourning
group_771,0.140619811907735,0.7074297241808566,1,,1,2,lost due silence,Deprivation
group_772,1.1125456421587416,0.8632402023648947,10,,0.768772505561278,4,reflection,Mourning
group_773,-0.1308146959211777,1.7394775593913607,9,,0.7751957774643246,1,anguish,Emotional Distress
group_774,-0.9570449368692517,0.5919362313015614,1,,1,2,dip,Deprivation
group_775,-3.4868272762092016,0.9838131710399115,3,,0.7688391102769021,6,crash,Material deprivation
group_776,-2.4498250962438943,-0.2255355005828969,12,,0.760877801358274,7,lost a tooth,Inaccessibility
group_777,0.7169167752713529,1.8973528947803224,9,,0.7971776622434424,1,healing,Emotional Distress
group_778,1.0197214985598457,0.8216375779137537,4,,0.7714903629668348,4,perspective,Mourning
group_779,1.3120184504696457,-0.38724049860935783,4,,0.7458375400898574,3,drive,Competitive loss
group_780,0.8969333122860061,2.0633386948242403,4,,0.7470972097583508,1,therapy,Emotional Distress
group_781,0.5570344013207006,0.4301827803951763,3,,0.7889191441401051,2,questioning,Deprivation
group_782,0.70788759518111,1.8710512004298123,1,,0.9999999932921207,1,a broken spirit,Emotional Distress
group_783,0.4810410875240705,2.9717070366289824,23,,0.7522536188163621,4,loss of health,Mourning
group_784,1.1224314318089192,-0.3563174926494167,6,,0.7866763398658297,3,goals,Competitive loss
group_785,-0.5134023165459838,0.3637884040885375,1,,1,2,outcast,Deprivation
group_786,-0.5668899482875045,2.845315391860434,9,,0.8124876889477551,1,appetite,Emotional Distress
group_787,1.5515629262612496,2.7123880736585857,2,,0.7902861484492156,4,a person lost,Mourning
group_788,-0.49920143607784506,-0.4464958016633901,4,,0.7658049808817448,2,absence of something,Deprivation
group_789,0.6133049944421615,2.8026090118311084,2,,0.7659296288907563,4,heart condition,Mourning
group_790,0.12085210345224909,0.5012293226777385,3,,0.7573996122269939,2,withdrawal,Deprivation
group_791,-3.0073859766266144,-0.49080806009772004,22,,0.7744322983544164,7,my keys,Inaccessibility
group_792,0.13572691778785492,0.4907225196878914,31,,0.7546467820177218,2,patience,Deprivation
group_793,-0.7221424992947939,0.7328941895264335,3,,0.8131687219459631,2,blame,Deprivation
group_794,0.11055823767350906,0.1221249898011311,3,,0.7575125339977324,2,out,Deprivation
group_795,1.8867741088466428,-2.932759499360866,3,,0.7946765338081162,3,bowling,Competitive loss
group_796,-2.0047713160676235,-3.128969515970471,2,,0.7555094033487284,5,a companies ledger,Financial
group_797,2.600886518327686,3.220197241478526,17,,0.7604576696131882,4,lost my mom,Mourning
group_798,1.6161645818888273,2.4431138118027924,1,,1,4,young widowhood,Mourning
group_799,2.007608854102704,2.908000721747226,4,,0.7966579889276487,4,baby passed away,Mourning
group_800,2.8171904110755013,2.974452185043469,22,,0.7516761367097465,4,lost my sister,Mourning
group_801,0.9085610252986533,1.9394242259339842,2,,0.8149823229430841,1,childhood emotional distress,Emotional Distress
group_802,0.0423534030634477,1.8111235663410743,3,,0.811884233660688,1,anger and remorse,Emotional Distress
group_803,-1.407537644344769,-0.6452303675986801,2,,0.7752938204151473,7,lost place,Inaccessibility
group_804,-2.877889616311443,-3.1164015720201226,13,,0.7618799996691384,5,financial instability,Financial
group_805,-0.402514580657916,1.464475547762285,2,,0.8075626103271849,1,sulk,Emotional Distress
group_806,0.11642011573279201,1.2109094803352876,6,,0.763880506929024,1,struggling to cope,Emotional Distress
group_807,-0.703931633207424,1.0311614338855186,3,,0.7472342415978256,2,dispossess,Deprivation
group_808,2.3119442304362865,0.20559466520967928,1,,1,4,issues,Mourning
group_809,-0.429872592309404,0.4750547307883254,6,,0.7524991968673777,2,deceive,Deprivation
group_810,2.2712959446075747,0.5685268294179975,3,,0.8137117331133492,4,something you love,Mourning
group_811,0.1622328873947442,2.334023970098455,3,,0.7512415797613903,1,sore,Emotional Distress
group_812,-2.614705277687248,-2.171581136835504,5,,0.7961198155855804,5,foreclosure,Financial
group_813,0.17938216520020397,0.9485489676382385,4,,0.9999999932921207,2,vulnerability,Deprivation
group_814,1.5368464142988758,3.2300534100855747,2,,1,4,departed,Mourning
group_815,1.6799565686160938,0.6271834358913864,6,,0.790531371725744,4,lives,Mourning
group_816,-2.351242126514594,-0.08759370551082216,6,,0.7502900462799011,7,teeth,Inaccessibility
group_817,-0.17411986539421612,1.7035298942812185,4,,0.7721599086701169,1,anger after loss,Emotional Distress
group_818,-0.8033325272499559,0.39488027151327787,3,,0.7887141606748859,2,not smart,Deprivation
group_819,-0.800711830664348,0.2504049644763368,2,,0.752504478241879,2,not fun,Deprivation
group_820,0.47936460035966133,1.5568306552948976,5,,0.7643002928470604,1,recovery,Emotional Distress
group_821,-0.375908522229488,1.255502382500937,2,,0.7870714548201001,1,disturbance,Emotional Distress
group_822,-0.1132648534038381,0.1725206282793481,1,,1,2,divergence,Deprivation
group_823,1.1825949928252066,1.8255537347160757,5,,0.7614116320084594,1,sympathy,Emotional Distress
group_824,2.0271280476751987,3.2538248538451513,9,,0.7690716013224361,4,deceased loved ones,Mourning
group_825,-2.3292260827136086,0.22663906955625002,3,,0.7640421812741031,7,belongings vandalized,Inaccessibility
group_826,1.1605362386274858,1.339813732621976,1,,1,4,non-working memory,Mourning
group_827,1.3941053024029484,0.24021553928577266,2,,0.750712553643957,4,dreamy,Mourning
group_828,0.17456193046897325,1.9891052717377034,1,,1,1,triggering,Emotional Distress
group_829,1.108885849065667,-0.23348634802510249,4,,0.7942842018181238,3,a new chapter,Competitive loss
group_830,1.552077003814524,0.7585826172961126,1,,1,4,praying,Mourning
group_831,-0.5442469265173905,0.42867132029408683,3,,0.7531904004091454,2,astray,Deprivation
group_832,-2.397840204232612,0.7900615468300044,3,,0.7975764467234376,6,appliance repair cost,Material deprivation
group_833,-0.36175176185323354,-2.0004998037097423,15,,0.7624681690575825,5,rejection,Financial
group_834,1.2616996205579125,1.1866545570847475,14,,0.759612628353028,4,self respect,Mourning
group_835,-2.132118087899748,-2.7407704415419394,4,,0.8030587132714597,5,value,Financial
group_836,0.5680050861888913,2.752474448593239,2,,0.7603804576441862,4,cold,Mourning
group_837,2.0249494255813345,-0.6894689686827087,2,,0.7723570777142597,3,bronze,Competitive loss
group_838,2.3786856079752083,0.5723107852753933,1,,1,4,discord,Mourning
group_839,-2.2073298053281816,2.4817281257870403,1,,1,6,sloth,Material deprivation
group_840,1.094887114426914,2.500940037164731,6,,0.7573146214576245,4,mental loss,Mourning
group_841,-1.3188352962111418,1.004370281295703,2,,0.7918213910655176,2,falling from ladder,Deprivation
group_842,-0.0435922760811986,2.8491814134907316,2,,0.7626026168511573,1,nauseous,Emotional Distress
group_843,2.0643157300208146,-0.3571616216778054,2,,0.7615213853452512,3,music,Competitive loss
group_844,1.7070067279516632,2.75167546209381,13,,0.7816156598360324,4,miscarriage,Mourning
group_845,0.8671700791200341,-0.21906888469987135,2,,0.7951694373268589,3,changes of plans,Competitive loss
group_846,-0.007019771970461414,-0.34826582342769785,1,,1,2,navigation error,Deprivation
group_847,2.313383087406552,-2.9619608394676398,5,,0.7752299095248384,3,lost tennis game,Competitive loss
group_848,-2.281789956522037,0.29390283823815844,5,,0.7663257771274545,7,wasted food,Inaccessibility
group_849,-0.17848842250305497,-2.3849749451056246,43,,0.7466021519787582,5,job rejection,Financial
group_850,-1.0959281526080062,0.9658066532159008,4,,0.8135313990405834,2,falling,Deprivation
group_851,0.07033875531604455,0.3884794980099534,4,,0.7658562294864805,2,temporary,Deprivation
group_852,-0.7240807895356826,0.666661318041573,2,,0.7810034923347093,2,debacle,Deprivation
group_853,-0.5159940900640579,0.01143351712779378,3,,0.813798649895416,2,disappearance of something,Deprivation
group_854,-1.1301896110368468,-0.6897729178417388,5,,0.7422065964427673,7,decrease in availability,Inaccessibility
group_855,-0.07404348608558366,-0.9276968719472679,2,,0.7742461774800256,2,close but not,Deprivation
group_856,-2.2844433413599705,-2.5231979412250904,3,,0.7687269664326317,5,benefit losses,Financial
group_857,0.7613401759756366,-0.6248556787703146,3,,0.8040240746234633,3,restart,Competitive loss
group_858,2.084809673712546,0.05150172824676175,1,,0.9999999932921207,4,something you liked,Mourning
group_859,-2.841100254269782,-1.5905647830784329,60,,0.7853965016100721,5,lost my wallet,Financial
group_860,1.969963076097188,-3.2232143145973913,5,,0.7502251375608522,3,bridge game loss,Competitive loss
group_861,-0.1419424447053117,1.4770669029114871,28,,0.7728127865223006,1,lost my temper,Emotional Distress
group_862,1.8473529135189632,-1.8917434745057635,4,,0.7622339570583978,3,runner-up,Competitive loss
group_863,1.2016356157533485,-0.46560788762741323,5,,0.7632378594761643,3,luck,Competitive loss
group_864,-2.778661108187798,2.7332067749395224,4,,0.783538484872089,6,a beloved pet,Material deprivation
group_865,1.1767658834183143,-0.3295474812382764,3,,0.7860731049352798,3,find something,Competitive loss
group_866,-0.4290685425723103,1.394428286046835,3,,0.8058401742708869,1,sometimes unbearable,Emotional Distress
group_867,-0.8467039640225724,1.484936422428206,1,,1,2,crippling,Deprivation
group_868,-0.5383469278605792,-0.31079017127346137,1,,1,2,being useless,Deprivation
group_869,-0.6580090590774036,-0.18364731609097718,2,,1,2,poor planning,Deprivation
group_870,1.318493421716995,-3.433900443952339,37,,0.7528095101652704,3,betting,Competitive loss
group_871,2.098787982808862,1.6256846771824964,4,,0.8014135686107048,4,forced relocation,Mourning
group_872,0.7302119802002451,3.0143730907644644,2,,0.7528822542308612,4,mastectomy due cancer,Mourning
group_873,0.07154467798995429,0.5862097430192083,3,,0.7606939532948812,2,quiet,Deprivation
group_874,1.8095484209361639,-0.8177784418698617,2,,0.7431514875487811,3,rare,Competitive loss
group_875,0.2728695241070306,2.5256025778328843,23,,0.7607406663330859,1,loss of mobility,Emotional Distress
group_876,-0.03250698313212362,1.8808136975363725,4,,0.7659566181262395,1,balance,Emotional Distress
group_877,0.7107646620079956,0.4191419832334642,2,,0.7455046326528614,2,avoid crowded places,Deprivation
group_878,-0.14648874805083328,-2.4333885199749603,5,,0.8038825667571186,5,career path loss,Financial
group_879,0.2553031455995399,-1.6365577217447158,1,,0.999999995256813,5,failed mental upgrade,Financial
group_880,-2.8994260376036887,0.3439018757694272,24,,0.7829759216494591,6,phone,Material deprivation
group_881,-0.5965722477823485,0.398151440693123,3,,0.7638087804302124,2,dwindle,Deprivation
group_882,-3.025532730564255,2.5021435572737656,11,,0.7512676696070986,6,lost dog,Material deprivation
group_883,-3.3224092588749787,-0.8158813256643529,18,,0.7564965313644926,7,lost a ring,Inaccessibility
group_884,-2.6451145277098536,-0.43862781386759864,21,,0.7634691153876785,7,lost my glasses,Inaccessibility
group_885,2.788463699711733,-0.6843406298626956,7,,0.7943773893698728,3,election loss,Competitive loss
group_886,1.3905859693644493,-0.8244052576016044,1,,1,3,process,Competitive loss
group_887,0.5233210712872445,-0.2148708580096097,2,,0.7664475428316326,3,close,Competitive loss
group_888,2.2482466214417176,-2.2028999557596105,2,,0.7843878185624065,3,loss win records,Competitive loss
group_889,0.3001853347322754,1.4011472693063265,4,,0.7806636411114225,1,let others down,Emotional Distress
group_890,1.44708492326772,-0.6990864384101401,1,,1,3,critical,Competitive loss
group_891,1.7723407092551404,-0.43136447417115,2,,0.8001870968223189,3,cultural,Competitive loss
group_892,0.1313212785035762,0.19159819834052932,1,,1,2,communication barriers,Deprivation
group_893,1.4242690274149563,-0.5113883855039331,1,,0.999999995256813,3,language evolution,Competitive loss
group_894,1.827612844655172,-3.257814329281801,3,,0.7881848627986359,3,golf,Competitive loss
group_895,-2.2180945225251856,-0.2217290392191318,5,,0.7816780628194389,7,my glasses,Inaccessibility
group_896,-3.6132905129297135,0.9036415934343253,12,,0.7945124604679688,6,car was totaled,Material deprivation
group_897,2.459585645873821,1.9197659519263022,43,,0.7509268410384495,4,friend moved away,Mourning
group_898,0.2543735156144461,2.4356606031231673,5,,0.7650302254417298,1,disability,Emotional Distress
group_899,-0.7441916846594215,2.771318254546096,5,,0.7700679386197447,1,no food,Emotional Distress
group_900,-1.4811390192053304,-0.4841962375343866,8,,0.7530436035315679,7,disconnection,Inaccessibility
group_901,0.3034468105195345,-1.6835847336384466,2,,0.7588806927593262,5,failure error persistence,Financial
group_902,-2.5572671621011644,-3.2658580452922337,1,,1,5,money finance arbitrary,Financial
group_903,-0.9120697965165553,0.38368224765654557,2,,0.8213272307791522,2,flop,Deprivation
group_904,0.6633078007239248,1.0183698136379409,2,,0.8175158999938179,1,can't joke again,Emotional Distress
group_905,-0.2881279754081977,2.1444308225083777,1,,1,1,won't drink again,Emotional Distress
group_906,1.9498382134829955,-0.6806120077582194,1,,1,3,search,Competitive loss
group_907,0.8668635385941363,-0.1902072571032926,1,,0.9999999932921207,3,mystery,Competitive loss
group_908,-0.1905945951590129,1.3743174714732795,1,,1,1,i'm getting worse,Emotional Distress
