StartDate,EndDate,duration_sec,prolific_id,loss3_win6,loss4_win6,loss5_win6,loss6_win6,loss7_win6,loss8_win6,loss9_win6,risk_question,age,gender,response_self_describe,highest_education,employement_status,IA usage,Data usage,why_not_usage,feedback,PROLIFIC_PID,association_1,association_2,association_3,association_4,association_5,situation_1,situation_2,situation_3,situation_4,situation_5,first_block,wording,gender_clean
2024-08-05 12:48:18,2024-08-05 12:51:30,191,60385064960cdb215931ab77,Accept,Reject,Reject,Reject,Reject,Reject,Reject,4,24,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Student,No,Yes,NA,NA,60385064960cdb215931ab77,death,sadness,depression,emptiness,exhaustion,Loss of friends as I moved away,Loss of dignity as I take a part-time job I hate,Loss of time as I feel lonely,Loss of financial freedom as issues arise with my car,Loss of progress made on my health journey as I eat unhealthily while home,associations,loss,Male
2024-08-05 12:47:36,2024-08-05 12:51:33,237,5edfbd316e98a72c5f5bdf16,Reject,Reject,Reject,Reject,Reject,Reject,Reject,6,30,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5edfbd316e98a72c5f5bdf16,gains,pitfalls,less,defeat,drops,Cat,Career hope,Cereal (long story),Time w partner,"Hope, at many different points so far this year",associations,losses,Male
2024-08-05 12:46:20,2024-08-05 12:51:33,313,61082e086188b2dd15182697,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,40,Female,NA,Associates or technical degree,Working full-time,No,Yes,NA,NA,61082e086188b2dd15182697,Being without,Losing someone,Something breaking,Not as much work,Not getting your way,My uncle died,Flat tire,Not as many hours at work,None,None,situations,losses,Female
2024-08-05 12:47:34,2024-08-05 12:52:00,266,5c2805401d4eb70001177bfc,Accept,Reject,Reject,Reject,Reject,Reject,Reject,5,37,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,5c2805401d4eb70001177bfc,missing family members,lost/stole money/goods,disasters,accidents,anxiety and suffering,"During the hurricanes, I lost my roof, and had damaged property.","Last year, my father died.","Last year, my brother died.","This year, I moved on from a relationship.","This year, an uncle stole some money from me.",situations,loss,Female
2024-08-05 12:43:35,2024-08-05 12:52:12,516,6639047d6cee07457d9c13dc,Accept,Accept,Accept,Reject,Reject,Reject,Reject,8,66,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,6639047d6cee07457d9c13dc,Defeat,Humbled,Did not win,Taken away,Missed,"I was looking 1 of the two final candidates for a highly prestigious position, but lost to a younger candidate.",I lost my mother in law.,My wallet was lost during a train ride to my hometown.,I lost a monopoly match to my grandchildren.,I lost faith in my political party.,situations,losses,Female
2024-08-05 12:38:39,2024-08-05 12:52:19,820,665cddc8d67bd4a640b8eee7,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,36,Female,NA,Bachelor’s degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,665cddc8d67bd4a640b8eee7,death,monetary loss,separation,pain,sadness,I recently lost my brother when he decided to fly into a drunken rage and physically attack me. I can no longer be in contact with him for my own safety.,I lost my husband when he decided to slap me and choke my son. I had to kick him out and we are now separated and going through a divorce.,"I lost the relationship with my niece after my brother attacked me. Since I can't be around him for my own safety any more, I have no contact with her either. She was like a daughter to me and spent several weeks a year staying at my house.","I lost the perception of mental and physical safety I previously had. After my brother's and then husband's physical abuse, I was no longer disillusioned by a feeling of safety. I no longer feel safe at home or leaving my house.","I feel like I lost my entire family this year. My dad would never let me and my kids come stay with him, and my grandparents live next door to my brother so I'm not safe going to visit them. My sister-in-law had an affair with my husband and has lied to everyone about me and my kids. We have been completely ostracized from our family and have no support or safety anywhere.",situations,losses,Female
2024-08-05 12:36:12,2024-08-05 12:52:20,967,669d0a949c7863cefe2043bf,Accept,Accept,Reject,Reject,Reject,Reject,Reject,7,27,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,669d0a949c7863cefe2043bf,Financial downturn,Grief,Missed opportunities,Defeat,Absence,Financial loss,Lost a loved one,Health issue,Relationship breakup,Career setback,associations,losses,Male
2024-08-05 12:42:42,2024-08-05 12:52:32,590,5f81b5dddf03dd0754915ca6,Accept,Accept,Accept,Accept,Reject,Reject,Reject,3,46,Female,NA,"Some college, but no degree",Student,No,Yes,NA,NA,5f81b5dddf03dd0754915ca6,fatalities,casualties,tragedies,victims,disasters,housing,job,insurance,hope,safety,associations,losses,Female
2024-08-05 12:46:32,2024-08-05 12:52:49,377,6100ac178a474bfcc555379b,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,36,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,6100ac178a474bfcc555379b,pain,regret,opposite of winning/finding,being without something you previously had,negative,i lost my phone recently,I lost my favorite coworker to another job,I lost my father to old age,I lost a lot of weight,i lost my hair,situations,losses,Male
2024-08-05 12:49:42,2024-08-05 12:52:52,190,5ee811d6f82aa71171ed4d83,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,27,Female,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,5ee811d6f82aa71171ed4d83,gone,lost,do not have,taken,misplaced,I lost at a game of phase 10,I lost a fight in an online games,I lost my wallet,I lost my favorite lipstick,I lost money on a stock,situations,losing,Female
2024-08-05 12:50:39,2024-08-05 12:52:57,138,650aed26b85fe6163b005a2e,Accept,Reject,Reject,Reject,Reject,Reject,Reject,4,21,Female,NA,Associates or technical degree,Working part-time,No,Yes,NA,NA,650aed26b85fe6163b005a2e,Money,Economic,Materialistic,Investing,Opportunities,Losing Money,Missed Opportunities,Losing friendships,Losing time,Losing items,associations,losses,Female
2024-08-05 12:45:18,2024-08-05 12:52:59,461,667d89e916a96b0c84e3cce3,Accept,Reject,Reject,Accept,Reject,Reject,Reject,6,24,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,667d89e916a96b0c84e3cce3,Death,Self,Financial,Mental,Family,Loss of financial stability.,Loss of family after my brother-in-law was taken by immigration.,Losing myself as my depression continues to get worse.,Lost my car after it got repossessed.,Lost my job.,associations,loss,Female
2024-08-05 12:50:20,2024-08-05 12:53:27,187,6686f6a8035d555c42436c5c,Accept,Reject,Reject,Reject,Reject,Reject,Reject,10,51,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,Interesting Study.  Thanks!,6686f6a8035d555c42436c5c,End,Final,Gone,Done,Over,Celebrity Death,Celebrity Death,Celebrity Death,Celebrity Death,Celebrity Death,situations,loss,Male
2024-08-05 12:48:14,2024-08-05 12:53:28,314,5aa61dd36475f90001a05dcf,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,51,Non-binary / third gender,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,No,Yes,NA,I wonder what on earth those list questions were about. What did they seriously add to this?,5aa61dd36475f90001a05dcf,failures,shortfalls,defeats,absenses,lacks,Didn't get a record in a game,Suffered a large bill,Had to pay for food for a relative,Had to realize that a plan was unfeasible,Made a mistake in writing an article,associations,losses,other
2024-08-05 12:48:05,2024-08-05 12:53:28,322,656200469df9c5b6ae44e904,Accept,Accept,Accept,Reject,Reject,Reject,Reject,2,61,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Retired,No,Yes,NA,NA,656200469df9c5b6ae44e904,Missing out,Opportunity,Positive,Gain resources,Invigorating,Stock market losses,Time,Energy,Clothes,Shoes,situations,losing,Female
2024-08-05 12:45:53,2024-08-05 12:53:28,455,660eab035821349c9d01e870,Accept,Accept,Accept,Accept,Reject,Reject,Reject,4,58,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,Great short Survey. Thanks for including me!,660eab035821349c9d01e870,Money stock market,Friends,Gambling money,Employees at work,Sports and teams,Stock market losses,Superbowl losses my team,Losses at Casino,Losses of friends at work,Losses of accounts at work,associations,losses,Male
2024-08-05 12:49:05,2024-08-05 12:53:30,265,55aeaeb3fdf99b5c769f1f7c,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,62,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,55aeaeb3fdf99b5c769f1f7c,failure,disappointment,sad,fear,uncertainty,My mother died.,My central air went out and cost me a lot of money to fix.,I broke up with a girl I was dating.,I had an accident and my car was totaled.,My cat died.,situations,losses,Male
2024-08-05 12:48:24,2024-08-05 12:53:30,306,665e03a30e64e26da6bc6cbc,Accept,Reject,Reject,Reject,Reject,Reject,Accept,7,23,Male,NA,Associates or technical degree,Working full-time,No,Yes,NA,NA,665e03a30e64e26da6bc6cbc,Sad,Meme,score,sports,compentition,Not getting a job,My dog dying,my wife's cat dying,sports teams,sadness in general makes me feel lost,associations,loss,Male
2024-08-05 12:46:07,2024-08-05 12:53:38,450,668db1a94b364bdb71c02375,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2,60,Male,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,668db1a94b364bdb71c02375,can't find,something is stolen,an agrument,a girl,a job,a game,a bet,car got hit and totaled,my keys,MY temper,situations,losing,Male
2024-08-05 12:47:07,2024-08-05 12:53:42,395,6687f3a4aca3e2d5a6ca8d8b,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,21,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NA,6687f3a4aca3e2d5a6ca8d8b,memory,forgetfulness,anger,unfair,disapointment,I lost a video game match with my boyfriend a couple days ago,I lost another video game match with my boyfriend yesterday.,I lost my stamp card during my move.,I lost my sunglasses during my move.,I lost a bet with my friend and lost money.,situations,losing,Female
2024-08-05 12:50:08,2024-08-05 12:53:51,223,664644138e5743a320b474c9,Accept,Accept,Accept,Accept,Reject,Reject,Reject,8,37,Non-binary / third gender,NA,Bachelor’s degree,Other,No,Yes,NA,NA,664644138e5743a320b474c9,death,items,games,sad,change,aunt,credit card,direction,job,financial stability,situations,losses,other
2024-08-05 12:50:26,2024-08-05 12:54:06,220,614fdfcd552f1cd4e0d8b8f5,Reject,Reject,Reject,Reject,Reject,Reject,Reject,6,62,Female,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,614fdfcd552f1cd4e0d8b8f5,empty,sad,missing,pain,heavy,Pastor's Dad,Respect for husband,My mind,ten dollars,My ring,associations,loss,Female
2024-08-05 12:48:55,2024-08-05 12:54:07,312,66aa58d8d17ba13fb7303a55,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,19,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,N/A,66aa58d8d17ba13fb7303a55,family,friends,pets,failure,lost,I lost my favorite shirt.,I didn't get hired on a job so to me that's a loss.,I lost charge on my phone.,I overthink situations and get lost in the moment.,Lost my sadness when summer started.,associations,loss,Female
2024-08-05 12:50:19,2024-08-05 12:54:17,238,663230c49c03d1591ce2b92b,Accept,Accept,Reject,Reject,Reject,Reject,Reject,4,40,Female,NA,Associates or technical degree,A homemaker or stay-at-home parent,No,Yes,NA,NA,663230c49c03d1591ce2b92b,dealth,income,health,friend,housing,friends,schooling,money,health,family,situations,loss,Female
2024-08-05 12:48:23,2024-08-05 12:54:18,354,66a53e1b6e538a0611c7f192,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,43,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,66a53e1b6e538a0611c7f192,Sad,Angry,Disappointed,Money,Lack of opportunities,I had a job offer rescinded,I lost my dog,I lost a competition at work,Lost a family member,Lost money,situations,losing,Female
2024-08-05 12:49:18,2024-08-05 12:54:39,320,66864148763565064cf73355,Accept,Accept,Accept,Reject,Reject,Reject,Reject,10,25,Female,NA,High school diploma or GED,Unemployed and looking for work,No,Yes,NA,NA,66864148763565064cf73355,A lost phone,Lost a game,Lost a person,Lost a pet,Lose a phone,I lost my debit card,I lost my phone,I lost my insurance,I lost my headphones,I lost my wallet,associations,losses,Female
2024-08-05 12:51:20,2024-08-05 12:54:40,199,66ac40c624ba569c892a16b7,Accept,Accept,Accept,Accept,Accept,Accept,Accept,8,27,Male,NA,Associates or technical degree,Unemployed and looking for work,No,No,NA,NA,66ac40c624ba569c892a16b7,Money,Job,Car,Assets,Family member,Money,Job,Gambling,Family member,N/a,associations,losses,Male
2024-08-05 12:41:45,2024-08-05 12:55:15,809,6630a9183be166633912f923,Accept,Reject,Reject,Reject,Reject,Reject,Reject,3,56,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,"I wasn't sure if I understood the word association task for ""loss,"" so I just did my best. Thanks for letting me participate.",6630a9183be166633912f923,Gone.,Lost.,Absence is emptiness.,No second chances.,Personal failure.,"I lost my best friend, who passed away earlier this year. It was unexpected.","I lost a family friend, who passed away in June, and it was also unexpected.","I lost a client in June, due to our mutual expectations not aligning.",I lost a lot of money investing in a particular dividend stock that I thought was solid.,I lost a lot of money in a penny stock in the EV space. It is down significantly in the last 6 months.,situations,losses,Female
2024-08-05 12:44:21,2024-08-05 12:55:18,657,66a27349c1f99f6aba64ca95,Accept,Accept,Accept,Accept,Accept,Accept,Accept,4,19,Female,NA,"Some college, but no degree",Working part-time,No,Yes,NA,NONE,66a27349c1f99f6aba64ca95,DEFEAT,DISPLACEMENT,DECLINE,SEPARATION,SETBACK,I'VEHAD A SITUATION WHERE I LOST MY BOYFRIEND TO MY FRIEND,"ALSO, SOME MONTHS AGO, I LOST MT LITTLE COUSIN","FEW MONTH AGO, MY PHONE WAS STOLEN","AFTER I LOST MY PHONE, MY BANK ACCOUNT WAS CLEARED",I LOST A COURSE MATE,situations,losing,Female
2024-08-05 12:49:59,2024-08-05 12:55:20,321,65956efd005041fbab49a4a2,Reject,Reject,Reject,Reject,Reject,Reject,Reject,0,61,Female,NA,"Some college, but no degree",Working full-time,No,Yes,NA,No,65956efd005041fbab49a4a2,Sad,Lonely,Poor,Difficult,Angry,Lottery,Job application,Money,Friend,Respect,situations,losing,Female
2024-08-05 12:50:57,2024-08-05 12:55:21,264,60f722b3a83e22a28e18860e,Accept,Accept,Accept,Reject,Reject,Reject,Reject,2,64,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,60f722b3a83e22a28e18860e,grief,anger,shame,envy,lonliness,death of my father,loss of status with retirement,loss of friendship,loss of income,loss of romance,associations,losses,Female
2024-08-05 12:50:45,2024-08-05 12:55:29,284,580a494da38f4a00012ebfdc,Accept,Accept,Accept,Accept,Reject,Reject,Reject,5,28,Non-binary / third gender,NA,Some high school or less,Unemployed and looking for work,No,Yes,NA,N/A,580a494da38f4a00012ebfdc,shame,guilt,sad,jealousy,envy,I lost out on a meal,I lost out on a survey,My vape stopped working,I didn't work one day,I lost out on getting more marijuana,associations,loss,other
2024-08-05 12:45:42,2024-08-05 12:55:47,605,5e1bfb604231d840ef7103d8,Accept,Accept,Accept,Accept,Accept,Accept,Accept,9,35,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5e1bfb604231d840ef7103d8,Death,Debts,Broken object,Broken friendship,Missed opportunity,Some time ago my favorite console got damaged.,A few months ago my dog died.,A few weeks ago I lost money betting.,A few days ago I lost money investing in cryptocurrencies.,Some time ago my parents died.,situations,loss,Male
2024-08-05 12:50:30,2024-08-05 12:55:59,329,66b1036106037e63c90c61a7,Accept,Accept,Accept,Reject,Reject,Reject,Reject,4,22,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,66b1036106037e63c90c61a7,Getting hurt/injured,Not getting help,Having something frustrating happen,Losing money,Something taking up time,Stock market downturn on August 5th,Playing a video game with my girlfriend and losing,"Rewards points for my fast food app not redeeming correctly, and me being charged full price",Getting injured playing soccer,Being assigned an excessive workload at my job,situations,losing,Male
2024-08-05 12:52:24,2024-08-05 12:56:03,218,63ed1fa5c88ecae92bf0c920,Accept,Accept,Accept,Accept,Reject,Reject,Reject,7,40,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,none,63ed1fa5c88ecae92bf0c920,Learning,Adjusting,Exploration,Frustration,Success,I've lost money trading the stock market.,I've lost contact with some old friends,Lost time on failed projects,Lost focus,Lost my enthusiasm,associations,losses,Male
2024-08-05 12:51:06,2024-08-05 12:56:09,302,5a4bf09053a4560001ba0ebf,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,37,Male,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,5a4bf09053a4560001ba0ebf,Money,Grief,Loved ones,Failures,Disappointment,Death of my aunt,Our cat went missing,Losing money on a stock,Losing my phone,A friend moved to another state,situations,losses,Male
2024-08-05 12:47:34,2024-08-05 12:56:13,519,66abae3c6291661053356c69,Accept,Reject,Reject,Reject,Reject,Reject,Reject,6,67,Male,NA,Associates or technical degree,Retired,No,Yes,NA,NA,66abae3c6291661053356c69,loved ones,direction,purpose,desire,objects,job (retired),direction (due to retirement),family (brother passed),location (moved to another town),friends (due to the move),associations,losses,Male
2024-08-05 12:51:03,2024-08-05 12:56:17,314,56494d5b6902220012c4acb7,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1,63,Female,NA,Bachelor’s degree,Working part-time,No,Yes,NA,Thank you,56494d5b6902220012c4acb7,Loss of family,Job,Friends,Health,Savings,no,no,"yes, one",no,no,associations,loss,Female
2024-08-05 12:53:27,2024-08-05 12:56:17,170,6334df27284fbe566f1b02be,Accept,Accept,Accept,Reject,Reject,Reject,Reject,3,24,Male,NA,High school diploma or GED,Working full-time,No,Yes,NA,NA,6334df27284fbe566f1b02be,bad,defeat,negative,poor,low,basketball game where i lost,another basketball game lost,sportsbetting lost with much emotion,lost many times in videogame,sportsbetting loss,situations,losing,Male
2024-08-05 12:50:35,2024-08-05 12:56:28,352,638371bc3a1d7da12422ea22,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1,67,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,638371bc3a1d7da12422ea22,sadness,gone,irreplaceable,suffer,bad,loss in a board game,loss money,loss weight,loss opportunity to spend with family,loss of grandmother of daughter in law,situations,losing,Female
2024-08-05 12:47:01,2024-08-05 12:56:39,577,655e151840bad377f83a4ec2,Accept,Accept,Accept,Accept,Reject,Reject,Reject,6,64,Female,NA,Bachelor’s degree,Retired,No,Yes,NA,I have no further comments,655e151840bad377f83a4ec2,deceased,absence,deprivation,sacrifice,shortage,Death of a longtime neighbor.,N/A,N/A,N/A,N/A,situations,losses,Female
2024-08-05 12:52:26,2024-08-05 12:56:43,256,6672d819d93b07793d49b50e,Accept,Accept,Accept,Reject,Reject,Reject,Reject,6,58,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,thanks,6672d819d93b07793d49b50e,failing,Not winning,Failure to succeed,not up to standard,did not achieve,applied for a job - and was not chosen,failed a paper in an academic program,Was rejected socially,lost money at a poker table,Watched a friend lose a parent,associations,losing,Male
2024-08-05 12:51:54,2024-08-05 12:56:45,291,5dd3dc145e91193b816a60e1,Accept,Accept,Accept,Accept,Reject,Reject,Reject,7,57,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,Thank you,5dd3dc145e91193b816a60e1,Hurt,Depression,Sadness,Isolation,Grief,Have lost at the lottery,Have lost my keys,Have lost my wallet,Have lost my cell phone,Have lost a real good friend,situations,losses,Male
2024-08-05 12:49:54,2024-08-05 12:57:05,431,665f909eb459e46c082a88ce,Accept,Reject,Reject,Reject,Reject,Reject,Reject,5,63,Female,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,665f909eb459e46c082a88ce,sadness,emptiness,grief,pain,limitation,death of a friend,damage to a vehicle which caused financial loss,falling out with my brother's partner resulting in loss of contact with him,some loss of personal freedom caring for another,"changes in the neighborhood making me consider selling my home and moving, loss of peace at home",situations,loss,Female
2024-08-05 12:52:53,2024-08-05 12:57:12,258,66ab880244cccf41ba37252c,Reject,Accept,Accept,Accept,Accept,Accept,Accept,3,20,Female,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,66ab880244cccf41ba37252c,failing,missing,giving up,wasting,surrendering,lost a friend in an accident,losing my dog,n/a,n/a,n/a,associations,loss,Female
2024-08-05 12:46:00,2024-08-05 12:57:19,678,66492d04f72b4efd2c5627b0,Accept,Accept,Accept,Reject,Reject,Accept,Accept,8,38,Male,NA,High school diploma or GED,Retired,No,No,NA,NA,66492d04f72b4efd2c5627b0,I think of lost,I think of the word undefeated,Non-gain comes up to mine,Taking a loss or a short,thinking of less than what I had,None,None,None,None,None,situations,losing,Male
2024-08-05 12:48:55,2024-08-05 12:57:20,504,5ce9be3a7d69950001cd9959,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,32,Male,NA,Associates or technical degree,Unemployed and looking for work,No,Yes,NA,I enjoyed completing the study.,5ce9be3a7d69950001cd9959,Loss of family,Money,Health,Game,No longer friends,Grandmother,Losing at online games,Cash on the streets,Phone charging cable,Money by making a bet with a friend,situations,losing,Male
2024-08-05 12:46:57,2024-08-05 12:57:29,632,5c6f2e7632cb70000169b490,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2,47,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5c6f2e7632cb70000169b490,failure,incompetence,loser,didn't win,didn't gain anything,I lost the lottery.,na,na,na,na,situations,losses,Female
2024-08-05 12:45:08,2024-08-05 12:57:43,755,66ad9569037bbcc66dce48bc,Accept,Accept,Reject,Reject,Reject,Reject,Reject,7,18,Female,NA,High school diploma or GED,Other,No,Yes,NA,NA,66ad9569037bbcc66dce48bc,Pain,Anger,Fear,Denial,Confusion,Life-long friendship,One pet,A second pet,Health of my grandfather,Canceled plans,associations,loss,Female
2024-08-05 12:50:53,2024-08-05 12:58:35,462,66676e9e45bf0cc3ab961878,Accept,Accept,Accept,Reject,Reject,Reject,Reject,7,27,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,66676e9e45bf0cc3ab961878,Grief,Pain,Absence,Sadness,Change,Loss of a Job,Death of my pet,End of a relationship,Moving to a new city,Financial setback,associations,losses,Male
2024-08-05 12:53:25,2024-08-05 12:59:09,344,660700e07349f8b58762681c,Accept,Reject,Reject,Reject,Reject,Reject,Reject,2,48,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,660700e07349f8b58762681c,losing a game,loss of money,misplaced items,death in the family,financial investments,Father-in-law,computer hard drive with years of archives,personal items during a move,wallet,phone,situations,losing,Male
2024-08-05 12:50:56,2024-08-05 12:59:10,494,664a4648a07bac3059d69442,Accept,Accept,Accept,Accept,Accept,Accept,Accept,9,21,Female,NA,High school diploma or GED,Working part-time,No,Yes,NA,NA,664a4648a07bac3059d69442,sadness,struggle,depression,lost,haze,My cat,my credit card debt,my time lost to work,my income from not being paid,my savings,situations,loss,Female
2024-08-05 12:51:55,2024-08-05 12:59:15,440,65c1512b51dc8b722a7fe306,Accept,Accept,Accept,Reject,Reject,Reject,Reject,5,36,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,65c1512b51dc8b722a7fe306,grief,absence,sorrow,missing,change,loss a job,no,no,no,no,situations,loss,Female
2024-08-05 12:52:00,2024-08-05 12:59:19,438,5aea72fdf00c7f00018f6d97,Accept,Accept,Accept,Accept,Reject,Reject,Reject,6,30,Male,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5aea72fdf00c7f00018f6d97,Defeat during sports,Death,Spending money,Misplacing items,Damage in fire,I have been losing weight.,I have lost money due to bad financial decisions.,I have had family members die.,I have had a friendship end.,I have watched my favorite soccer team lose the title near the end of the season.,associations,losing,Male
2024-08-05 12:54:20,2024-08-05 12:59:22,301,669fe5ae7145a4b4a60b9d8f,Accept,Reject,Reject,Reject,Reject,Reject,Reject,6,36,Female,NA,"Some college, but no degree",Working full-time,No,Yes,NA,NA,669fe5ae7145a4b4a60b9d8f,alone,frustrated,irresponsible,incapable,different,Money,Family Relationships,Friendships,Glasses,Clothing,situations,losses,Female
2024-08-05 12:45:54,2024-08-05 12:59:38,824,6675f3ac3a5d0633257190c4,Accept,Accept,Reject,Reject,Reject,Reject,Reject,2,52,Male,NA,Bachelor’s degree,Unemployed and looking for work,No,Yes,NA,Thanks for the coffee money!,6675f3ac3a5d0633257190c4,Defeat,Failure,Humiliation,Misplacing an object,Not winning,Death of a parent,Loss of a Job,Favorite sport team defeated,Got lost looking for an address,Can't find lost TV remote,associations,losing,Male
2024-08-05 12:54:24,2024-08-05 12:59:41,316,5c753cfc25c76b00017068ab,Accept,Reject,Reject,Reject,Reject,Reject,Reject,0,56,Female,NA,"Some college, but no degree",Retired,No,Yes,NA,No comments,5c753cfc25c76b00017068ab,Traumatized,Sad,Unconsolable,Bereft,Yearning,My dog,My car,My home,My relationships,My belongings,situations,losses,Female
2024-08-05 12:53:00,2024-08-05 12:59:51,411,5d697ea28572fc000126b779,Accept,Accept,Reject,Accept,Reject,Reject,Reject,8,59,Female,NA,Bachelor’s degree,Working full-time,No,Yes,NA,NA,5d697ea28572fc000126b779,negative.....,fearful,not confident,scared,sad,health of brother,moms health,skin problems,bad weather,neighbor hood problems,associations,loss,Female
2024-08-05 12:55:27,2024-08-05 12:59:55,268,65e5d331112ede9803cb574f,Accept,Reject,Reject,Reject,Reject,Reject,Reject,5,50,Male,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,NA,65e5d331112ede9803cb574f,No longer having,No longer in life,Making one sad,Making one angry,Without,Slots,Death,Weight,Friends,Health,situations,losses,Male
2024-08-05 12:45:51,2024-08-05 13:00:39,888,6575ef5ee4594000e0c8032c,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,31,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,No,6575ef5ee4594000e0c8032c,disappointment,Missed opportunity,sadness,defeat,failure,My Father,My Mother-in-law,My family's pet dog,A Colleague,A Friend,situations,losing,Female
2024-08-05 12:56:46,2024-08-05 13:01:06,259,6650b49a1fe0a46546273a3d,Reject,Reject,Reject,Reject,Reject,Reject,Reject,6,23,Male,NA,"Some college, but no degree",Unemployed and looking for work,No,Yes,NA,N/A.,6650b49a1fe0a46546273a3d,Grief,Emptiness,Alone,Robbed,Misfourtune,Our pet bunny passed away.,$10 was charged on my account for a subscription I forgot about and there was no way of refunding it.,My aunt passed away.,N/A.,N/A.,associations,loss,Male
2024-08-05 12:52:10,2024-08-05 13:01:08,537,663c71465b4ca56a0ed95534,Accept,Reject,Reject,Reject,Reject,Reject,Reject,6,26,Female,NA,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,No,Yes,NA,I really enjoyed this survey. It made me be creative about what loss means to me.,663c71465b4ca56a0ed95534,strong grief,not successful,missed opportunity,nostalgia,what if?,did not get into medical school,did not have a good mcat score,lost a potential job opportunity,lost friendship,lost money,associations,losses,Female
2024-08-05 12:55:42,2024-08-05 13:01:16,334,63af62a1d6cc4166b7a6e646,Accept,Accept,Accept,Reject,Reject,Reject,Reject,1,68,Female,NA,"Some college, but no degree",Retired,No,Yes,NA,NA,63af62a1d6cc4166b7a6e646,losing something,sadness,heartbreak,crying,regret,My dog Cali died,The vet had to put my dog Sadie to sleep,I lost both my companions,My daughter doesn't speak to me anymore,I spent too much of my savings caring for the dogs,associations,loss,Female
