word,text,cluster,cluster_name,frequency,group_dim_1,group_dim_2,orig
Social comparison loss,group_2573,2,Financial,1,-3.015354232040763,0.7368418178997865,Papers
Social comparison losses,group_2573,2,Financial,1,-3.015354232040763,0.7368418178997865,Papers
Social comparison losses.,group_2573,2,Financial,2,-3.015354232040763,0.7368418178997865,Papers
Social dilemma losses.,group_2573,2,Financial,1,-3.015354232040763,0.7368418178997865,Papers
Social emotional relational,group_2663,4,Emotional Turmoil,1,-0.7281000969001359,-1.5570430732884881,Papers
Social face loss.,group_2365,6,Detriment,1,-2.222847691969202,-0.4851957071183979,Papers
Social identity loss.,group_242,6,Detriment,1,-1.9367294647578146,-0.11427631491814455,Papers
Social identity losses.,group_242,6,Detriment,1,-1.9367294647578146,-0.11427631491814455,Papers
Social infrastructure loss.,group_2752,6,Detriment,1,-2.5220084418639326,0.30284794937790144,Papers
Social losses.,group_1620,6,Detriment,10,-2.553015501926941,0.28190263750603667,Papers
Social monetary losses.,group_2612,2,Financial,1,-2.828763806663095,1.054761144488253,Papers
Social physical.,group_2701,4,Emotional Turmoil,1,-0.4171972553253245,-1.6199652803190032,Papers
Social relationship loss.,group_1620,6,Detriment,1,-2.553015501926941,0.28190263750603667,Papers
Social relationship losses,group_1620,6,Detriment,1,-2.553015501926941,0.28190263750603667,Papers
Social status loss.,group_382,6,Detriment,3,-2.019003014397284,0.2953180755539396,Papers
Social welfare loss,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Social welfare losses,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Social welfare losses.,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
"Social, Cultural.",group_2701,4,Emotional Turmoil,1,-0.4171972553253245,-1.6199652803190032,Papers
"Social, Financial, Physical",group_2670,2,Financial,1,-2.28255930125302,1.5887219007745073,Papers
"Social, Financial.",group_2615,2,Financial,1,-2.276644587103641,1.7140255442168124,Papers
"Social, Temporal",group_2701,4,Emotional Turmoil,1,-0.4171972553253245,-1.6199652803190032,Papers
"Social, economic.",group_2615,2,Financial,1,-2.276644587103641,1.7140255442168124,Papers
"Social, emotional, financial losses.",group_1620,6,Detriment,1,-2.553015501926941,0.28190263750603667,Papers
"Social, emotional, relational losses.",group_1073,6,Detriment,1,-1.7829601839842346,-1.0480072675100067,Papers
"Social, emotional.",group_2663,4,Emotional Turmoil,2,-0.7281000969001359,-1.5570430732884881,Papers
"Social, psychological, control.",group_2683,4,Emotional Turmoil,1,-0.6145085052387751,-1.5988518817052972,Papers
"Social, psychological, emotional, monetary.",group_2670,2,Financial,1,-2.28255930125302,1.5887219007745073,Papers
Societal loss,group_2612,2,Financial,1,-2.828763806663095,1.054761144488253,Papers
"Socio-economic, political.",group_2615,2,Financial,1,-2.276644587103641,1.7140255442168124,Papers
Sports team loss.,group_633,1,Competitive Failure,1,2.676025193626889,2.6328184838609032,Papers
Status loss.,group_2242,4,Emotional Turmoil,1,-0.7797464546566677,0.11401290953997133,Papers
"Stock loss, Opportunity loss.",group_220,2,Financial,1,-3.0308322690327234,2.5393845923108818,Papers
Storage and market losses.,group_2617,2,Financial,1,-3.0560640643084227,1.59542581501274,Papers
Strategic decision losses.,group_2594,2,Financial,1,-3.3049915970858104,1.455542904395412,Papers
Strategic decision-making losses,group_2594,2,Financial,1,-3.3049915970858104,1.455542904395412,Papers
Strategic opportunity losses.,group_2594,2,Financial,1,-3.3049915970858104,1.455542904395412,Papers
"Strategic, anticipated, social, political",group_2661,4,Emotional Turmoil,1,-0.4387262254949631,-1.5839401307332863,Papers
Strict financial losses.,group_263,2,Financial,1,-3.1556534278242028,1.974623968314589,Papers
Sunk cost losses.,group_2636,2,Financial,12,-3.3144921006361834,1.5955248297848734,Papers
Sunk costs and opportunity.,group_2636,2,Financial,1,-3.3144921006361834,1.5955248297848734,Papers
Sunk costs.,group_2636,2,Financial,8,-3.3144921006361834,1.5955248297848734,Papers
Supply chain disruption losses,group_2744,2,Financial,1,-3.2282165612738973,1.5168389583385729,Papers
Sure loss avoidance.,group_2622,2,Financial,1,-3.2264624517044975,1.8765247288033524,Papers
"Sure loss, Risky loss.",group_464,2,Financial,1,-3.186205616266408,1.639064334330562,Papers
Sure losses,group_464,2,Financial,1,-3.186205616266408,1.639064334330562,Papers
Sure losses.,group_464,2,Financial,1,-3.186205616266408,1.639064334330562,Papers
Survival and mortality losses.,group_1634,6,Detriment,1,-2.7211784679638926,-0.27184881120870874,Papers
Survival and reproductive,group_2764,7,Separation,1,-1.4443790979099833,-1.967576424179386,Papers
Survival losses.,group_1634,6,Detriment,3,-2.7211784679638926,-0.27184881120870874,Papers
Symbolic losses.,group_147,6,Detriment,1,-2.265385616893603,-0.43357342761091267,Papers
Talent loss,group_2219,6,Detriment,1,-2.5792578152696537,0.6950252708530824,Papers
Tax loss carry-forwards.,group_764,2,Financial,1,-2.8049469442685107,2.222654866214969,Papers
Tax revenue losses.,group_1607,2,Financial,1,-3.1184116561767823,2.014489793153885,Papers
Technical and financial.,group_2640,2,Financial,1,-2.329166034989298,2.2069615572161703,Papers
Temporal losses.,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Temporal probabilistic financial,group_2772,2,Financial,1,-3.495167620826704,1.4767145239325925,Papers
Temporal social losses,group_1620,6,Detriment,1,-2.553015501926941,0.28190263750603667,Papers
Terminal and observation losses.,group_2600,6,Detriment,1,-2.3961472703505056,0.325635797303608,Papers
"Terminal, Sampling.",group_2738,3,Deprivation,1,1.370183699725457,-0.9718523734374045,Papers
Territorial and prestige losses.,group_1541,6,Detriment,1,-1.85418608942779,0.2415919185183108,Papers
Terrorist attack losses.,group_2653,2,Financial,1,-3.066269583789027,1.2031296645397491,Papers
Theft losses.,group_80,3,Deprivation,1,2.8387271918925236,-0.04759125995642835,Papers
Time and accuracy losses.,group_2698,2,Financial,1,-3.3337664929136483,0.9347635846227235,Papers
Time and economic losses.,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time and financial losses.,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time and monetary losses.,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time and monetary.,group_2695,2,Financial,1,-2.327897407100167,2.5445573256835483,Papers
Time and money losses.,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time and money.,group_2695,2,Financial,1,-2.327897407100167,2.5445573256835483,Papers
Time and resultant losses,group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time loss injuries,group_1936,6,Detriment,1,-2.1724750115390354,-1.1813215655019604,Papers
"Time loss, Economic loss.",group_2630,2,Financial,1,-3.200753464426249,1.5227582859065951,Papers
Time loss.,group_338,5,Career and Life Setbacks,1,-1.0762531051748803,1.0481916564444698,Papers
Time losses.,group_338,5,Career and Life Setbacks,1,-1.0762531051748803,1.0481916564444698,Papers
"Time, Accident, Fuel",group_703,3,Deprivation,1,3.4064730865954864,-1.5548129641666104,Papers
Total loss salience,group_2667,2,Financial,1,-3.4611713618856434,1.5155102926667214,Papers
Translation losses and gains.,group_2660,2,Financial,1,-3.2065639160040433,2.0315296680887767,Papers
Travel time losses.,group_2607,2,Financial,1,-3.112043063283253,1.1476858639901157,Papers
Treatment outcome losses.,group_2605,2,Financial,1,-3.1184839778642575,1.1576147392368679,Papers
Trim loss problems,group_2718,2,Financial,1,-3.1153032607978197,1.3390931221007991,Papers
Trust loss.,group_111,6,Detriment,2,-1.3930385203254918,-0.4339728246777037,Papers
Trust losses.,group_111,6,Detriment,1,-1.3930385203254918,-0.4339728246777037,Papers
Type I and II,group_2716,8,Separation,1,0.9608242754615258,-1.4957130348010146,Papers
Type I and II.,group_2716,8,Separation,1,0.9608242754615258,-1.4957130348010146,Papers
Type I errors.,group_2716,8,Separation,1,0.9608242754615258,-1.4957130348010146,Papers
Unfairness,group_1077,5,Career and Life Setbacks,1,0.10417920753160193,0.5501349472350066,Papers
"Utility loss, Opportunity loss",group_2628,2,Financial,1,-3.2770561809091703,1.8157957211862343,Papers
Utility loss.,group_2628,2,Financial,2,-3.2770561809091703,1.8157957211862343,Papers
Utility losses,group_2628,2,Financial,1,-3.2770561809091703,1.8157957211862343,Papers
Utility losses inflicted,group_2628,2,Financial,1,-3.2770561809091703,1.8157957211862343,Papers
Utility losses uncertainty,group_2628,2,Financial,1,-3.2770561809091703,1.8157957211862343,Papers
Utility losses.,group_2628,2,Financial,2,-3.2770561809091703,1.8157957211862343,Papers
Value losses.,group_2320,2,Financial,1,-3.204461490403416,1.9804481664034224,Papers
Variable reward losses,group_2763,2,Financial,1,-3.5041120111758133,1.234879240524392,Papers
Various personal life losses.,group_602,6,Detriment,1,-2.090662749548324,-0.6362538717466005,Papers
Vessel total losses,group_483,2,Financial,1,-3.2669912006306303,2.013971875097602,Papers
Vestibular sensory losses.,group_2243,6,Detriment,1,-2.054882124288716,-0.8722135569086878,Papers
Vital and trivial losses.,group_2678,2,Financial,2,-3.198096216110451,1.4425492217067146,Papers
Voter turnout losses,group_2736,6,Detriment,1,-2.806785691837156,0.7220001560811738,Papers
Waiting time losses.,group_2607,2,Financial,1,-3.112043063283253,1.1476858639901157,Papers
Wealth losses.,group_1230,2,Financial,2,-3.095766144931445,2.112931080354619,Papers
Weighing of financial losses.,group_1580,2,Financial,1,-3.1553681005948198,2.055089082494593,Papers
Weight and financial losses.,group_48,2,Financial,1,-3.1418229618266835,2.0308237930448354,Papers
Weight and monetary losses.,group_48,2,Financial,1,-3.1418229618266835,2.0308237930448354,Papers
Weight loss,group_130,6,Detriment,2,-3.096643803752105,-1.1088584386773666,Papers
Weight loss and deaths,group_1634,6,Detriment,1,-2.7211784679638926,-0.27184881120870874,Papers
Weight loss and gain.,group_308,6,Detriment,1,-3.1208069193452666,-1.0889779724136006,Papers
Weight loss and malnutrition,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss efforts,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss efforts.,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss failures.,group_643,6,Detriment,1,-3.0865120180251084,-1.1198501276935566,Papers
Weight loss intentions.,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss losses,group_130,6,Detriment,1,-3.096643803752105,-1.1088584386773666,Papers
Weight loss losses.,group_130,6,Detriment,1,-3.096643803752105,-1.1088584386773666,Papers
Weight loss maintenance,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss maintenance.,group_1307,6,Detriment,1,-3.122451487401804,-1.1175048648206651,Papers
Weight loss outcomes.,group_1307,6,Detriment,2,-3.122451487401804,-1.1175048648206651,Papers
Weight loss perception,group_2717,2,Financial,1,-3.2629392763322844,0.8485748843584076,Papers
Weight loss struggles,group_517,6,Detriment,1,-3.1372685714393187,-1.1206244433321715,Papers
"Weight loss, Fat loss.",group_130,6,Detriment,1,-3.096643803752105,-1.1088584386773666,Papers
"Weight loss, health losses.",group_130,6,Detriment,1,-3.096643803752105,-1.1088584386773666,Papers
"Weight loss, milk yield.",group_2729,6,Detriment,1,-3.147432319967736,-1.0829814536790767,Papers
Weight loss.,group_130,6,Detriment,8,-3.096643803752105,-1.1088584386773666,Papers
Weight losses.,group_130,6,Detriment,1,-3.096643803752105,-1.1088584386773666,Papers
Welfare Economic Losses,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Welfare and deterrence losses,group_2665,2,Financial,1,-2.766307779769381,1.2220135418631697,Papers
Welfare and excess.,group_2725,2,Financial,1,-2.583024856341466,1.3025975526511016,Papers
Welfare and market.,group_2725,2,Financial,1,-2.583024856341466,1.3025975526511016,Papers
Welfare economic losses.,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Welfare loss,group_2611,2,Financial,2,-2.746612790189369,1.2284396956185397,Papers
Welfare loss asymmetric information,group_2722,2,Financial,1,-3.4011253557564887,1.3653655770404693,Papers
Welfare loss asymmetry,group_2722,2,Financial,1,-3.4011253557564887,1.3653655770404693,Papers
Welfare loss invasion,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
"Welfare loss, Financial loss",group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
"Welfare loss, Health loss.",group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
"Welfare loss, financial loss.",group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Welfare loss.,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Welfare losses,group_2611,2,Financial,2,-2.746612790189369,1.2284396956185397,Papers
Welfare losses cream skimming.,group_2611,2,Financial,1,-2.746612790189369,1.2284396956185397,Papers
Welfare losses from closures,group_2665,2,Financial,1,-2.766307779769381,1.2220135418631697,Papers
"Welfare losses, Information losses",group_2642,6,Detriment,1,-2.6615176897120065,0.3629292981494916,Papers
"Welfare losses, Quality losses",group_2740,2,Financial,1,-3.1393277354921585,1.3801962484792654,Papers
Welfare losses.,group_2611,2,Financial,4,-2.746612790189369,1.2284396956185397,Papers
Win-Lose Outcomes,group_1068,1,Competitive Failure,1,2.234512642793127,2.3226572387337225,Papers
Wind-related hurricane losses.,group_2758,3,Deprivation,1,2.4770566583260742,-1.4761337748487329,Papers
Work loss.,group_1263,5,Career and Life Setbacks,1,-1.4452473922406233,1.5058282708118154,Papers
Workers,group_871,5,Career and Life Setbacks,1,-1.0428579225963186,1.7084604862270933,Papers
Workers' compensation losses.,group_1233,2,Financial,1,-2.1459145038427785,1.8139786001559404,Papers
Worst-case losses.,group_2614,2,Financial,1,-3.328754170019865,1.567268437673677,Papers
Years Lost Disability,group_1009,2,Financial,1,-2.464359112455829,0.9803863922064858,Papers
Years of life,group_2291,4,Emotional Turmoil,1,-1.4565576621959595,-1.7789321874687847,Papers
Years of life.,group_2291,4,Emotional Turmoil,3,-1.4565576621959595,-1.7789321874687847,Papers
Yield and Market Loss,group_2687,2,Financial,1,-3.403882261374217,1.6635540635450041,Papers
Yield and financial losses,group_2687,2,Financial,1,-3.403882261374217,1.6635540635450041,Papers
Yield losses,group_2687,2,Financial,1,-3.403882261374217,1.6635540635450041,Papers
Yield losses.,group_2687,2,Financial,1,-3.403882261374217,1.6635540635450041,Papers
a,group_2586,8,Separation,4,0.8405497295968832,-1.591770787588789,Experiment
a 50 bill,group_2187,2,Financial,1,-2.0902327160302523,3.0797364544508494,Experiment
a bad situation,group_1497,5,Career and Life Setbacks,1,-0.5894072649348536,0.5974042024003768,Experiment
a beloved pet,group_1007,8,Separation,1,2.8679697146559198,-3.149101204664891,Experiment
a bet,group_569,1,Competitive Failure,6,3.1304741872377995,3.2100954376317907,Experiment
a book,group_1646,3,Deprivation,1,1.3907138322819728,-0.9456687849718796,Experiment
a break-up,group_165,7,Separation,1,-0.5953146293588851,-2.7441472746921525,Experiment
a breakup,group_165,7,Separation,1,-0.5953146293588851,-2.7441472746921525,Experiment
a broken spirit,group_2533,4,Emotional Turmoil,1,-1.1271190287002946,-1.1814982529099465,Experiment
a business deal,group_2229,2,Financial,1,-1.6566906769564063,2.5015519052774033,Experiment
a car totaled,group_560,3,Deprivation,1,3.717279056953738,-1.5188368013391635,Experiment
a card game,group_175,1,Competitive Failure,1,3.2550107355012265,2.725428837807016,Experiment
a cat passing,group_1398,8,Separation,1,3.304274545989813,-3.4878031838525887,Experiment
a colleague,group_524,5,Career and Life Setbacks,2,-0.9913773651954778,1.675785044722263,Experiment
a companies ledger,group_2061,2,Financial,1,-2.2326295931005173,2.289734780138013,Experiment
a competition,group_61,1,Competitive Failure,2,2.658334685252024,1.8543039041476326,Experiment
a dear friend,group_230,7,Separation,1,-0.13241389524820701,-2.37189318340173,Experiment
a death,group_344,7,Separation,3,-1.4519254903604772,-3.18529815534382,Experiment
a desirable job,group_161,5,Career and Life Setbacks,1,-0.7874041217455092,1.8086591631228184,Experiment
a disadvantage,group_272,5,Career and Life Setbacks,1,-0.5081589267745095,0.45636647820182125,Experiment
a failed relationship,group_380,7,Separation,1,-0.6963523897214117,-2.3723088363958147,Experiment
a family member,group_398,7,Separation,2,0.003283445542222152,-3.685020982163848,Experiment
a few relationships,group_102,7,Separation,1,-0.4435122038241166,-2.30356108207481,Experiment
a friend,group_230,7,Separation,11,-0.13241389524820701,-2.37189318340173,Experiment
a friend died,group_24,7,Separation,1,-1.2845122332458923,-3.290255799112831,Experiment
a friend moved,group_431,8,Separation,1,0.42336575684971955,-2.7422669996010955,Experiment
a friend moving,group_431,8,Separation,1,0.42336575684971955,-2.7422669996010955,Experiment
a friends death,group_109,7,Separation,1,-1.2677841061989676,-3.211661771672957,Experiment
a friendship,group_114,7,Separation,1,-0.1920627550651548,-2.404756281850877,Experiment
a game,group_60,1,Competitive Failure,11,3.281686875718825,2.2872449808531696,Experiment
a girl,group_2182,7,Separation,1,0.1739352180438818,-3.5505332623260477,Experiment
a hard time,group_181,5,Career and Life Setbacks,1,-0.46804657224864177,0.35323473841530795,Experiment
a home,group_1047,8,Separation,2,1.6683006908593028,-1.9673098616686449,Experiment
a house fire,group_621,3,Deprivation,1,2.4484755475809,-0.8519529447934876,Experiment
a jade plant,group_2240,8,Separation,1,2.4080616490492877,-1.8963922641463522,Experiment
a job,group_161,5,Career and Life Setbacks,5,-0.7874041217455092,1.8086591631228184,Experiment
a job regret,group_41,6,Detriment,1,-1.3092795660775445,0.2617844186590187,Experiment
a life,group_2291,4,Emotional Turmoil,2,-1.4565576621959595,-1.7789321874687847,Experiment
a lost competition,group_761,1,Competitive Failure,1,2.4734557577483436,2.1016041186738796,Experiment
a lost pet,group_137,8,Separation,1,3.157950163379893,-3.0376759346683095,Experiment
a lost phone,group_167,3,Deprivation,1,3.260702567125758,-0.4079975383301234,Experiment
a loved one,group_210,7,Separation,7,-1.0836688407157005,-3.3772002937456542,Experiment
a membership card,group_1894,5,Career and Life Setbacks,1,-0.4790253152687991,3.0400058434787187,Experiment
a miss,group_1210,5,Career and Life Setbacks,1,0.42284510557996513,1.9408705575123772,Experiment
a negative experience,group_419,5,Career and Life Setbacks,1,-0.251483140791146,0.9641979595690198,Experiment
a neighbor,group_204,8,Separation,1,1.335005003648421,-2.381509104150003,Experiment
a new chapter,group_1786,4,Emotional Turmoil,1,0.2822850685946392,-0.7447418692780323,Experiment
a new start,group_1786,4,Emotional Turmoil,1,0.2822850685946392,-0.7447418692780323,Experiment
a parking spot,group_1709,1,Competitive Failure,1,1.1511554781857742,1.5386897358812055,Experiment
a partner,group_1280,7,Separation,1,-0.16812556176134286,-2.145266845151957,Experiment
a person lost,group_2400,4,Emotional Turmoil,1,-1.4260188287937638,-1.353470715749983,Experiment
a pet,group_209,8,Separation,6,2.8645404646268533,-3.1814327541780685,Experiment
a pet cat,group_355,8,Separation,1,3.2186862835800865,-3.448857474040599,Experiment
a pet dies,group_559,8,Separation,1,3.0011474240558744,-3.281329895233122,Experiment
a pet dying,group_559,8,Separation,1,3.0011474240558744,-3.281329895233122,Experiment
a project loss,group_589,5,Career and Life Setbacks,1,-0.4500091752644175,1.8662880650987996,Experiment
a purse,group_336,3,Deprivation,1,3.6005599850657357,0.04793142306475902,Experiment
a relationship,group_102,7,Separation,3,-0.4435122038241166,-2.30356108207481,Experiment
a relative,group_428,7,Separation,2,0.11091115324004042,-3.0715811077852657,Experiment
a relative died,group_108,7,Separation,1,-0.8551675363254474,-3.531060607182809,Experiment
a ring,group_365,3,Deprivation,1,2.0731832460319204,-0.8226717926843594,Experiment
a second pet,group_193,8,Separation,1,2.902806648661642,-3.210753613993975,Experiment
a stolen wallet,group_233,3,Deprivation,1,3.152678325801305,0.5254183929703408,Experiment
a student,group_1332,8,Separation,1,0.8939852454370161,-2.0412402914301326,Experiment
a thought,group_674,4,Emotional Turmoil,1,-0.9930873488124132,-0.6238759624467688,Experiment
a tripod,group_2471,3,Deprivation,1,1.3939831913377214,-0.9848019068681891,Experiment
abandon,group_306,8,Separation,1,0.5203642607859593,-2.8830040702189685,Experiment
abandoned,group_306,8,Separation,2,0.5203642607859593,-2.8830040702189685,Experiment
abandoned deck project,group_1953,3,Deprivation,1,2.5818287819843713,-1.609994725601021,Experiment
abandonment,group_306,8,Separation,10,0.5203642607859593,-2.8830040702189685,Experiment
abilities,group_660,4,Emotional Turmoil,1,-0.24843961458083408,-0.97328260342133055,Experiment
ability,group_660,4,Emotional Turmoil,2,-0.24843961458083408,-0.97328260342133055,Experiment
ability to exercise,group_1348,4,Emotional Turmoil,1,-1.3523807289018097,-1.532596276475977,Experiment
abnormal blood test,group_2410,7,Separation,1,-2.508180234842598,-2.109895270035152,Experiment
abrupt,group_190,5,Career and Life Setbacks,1,0.20001230394988423,-0.11050860184024201,Experiment
absence,group_55,3,Deprivation,62,0.8284465813704922,0.5509367291083782,Experiment
absence is emptiness,group_885,5,Career and Life Setbacks,1,0.2957483146201121,0.3896657203655789,Experiment
absence of comfort,group_188,4,Emotional Turmoil,1,-1.0175428840577911,-0.6832065467813178,Experiment
absence of something,group_8,3,Deprivation,1,0.8394964247074945,0.8997098304202659,Experiment
absences,group_55,3,Deprivation,3,0.8284465813704922,0.5509367291083782,Experiment
absent,group_55,3,Deprivation,9,0.8284465813704922,0.5509367291083782,Experiment
absent mindedness,group_1003,4,Emotional Turmoil,1,-0.9186549671498412,-0.22040170641054357,Experiment
absent of,group_55,3,Deprivation,1,0.8284465813704922,0.5509367291083782,Experiment
abstract,group_2376,3,Deprivation,4,1.248318434745457,-1.2392795044188862,Experiment
abstract loss,group_583,6,Detriment,1,-2.4140696027538673,-0.013678111106727526,Experiment
abusive love replacement,group_170,7,Separation,1,-0.7927179457724991,-1.8378817980074533,Experiment
ac broke,group_74,3,Deprivation,1,2.5974255217106013,-1.0265552230186001,Experiment
ac broke down,group_74,3,Deprivation,3,2.5974255217106013,-1.0265552230186001,Experiment
ac water,group_746,3,Deprivation,1,2.2501891160309575,-1.1688060221766192,Experiment
academic failure,group_908,1,Competitive Failure,1,0.7731033913000901,2.513111681766807,Experiment
academic failures,group_908,1,Competitive Failure,1,0.7731033913000901,2.513111681766807,Experiment
academics,group_896,8,Separation,1,1.0390465204974135,-1.7340154349275485,Experiment
accept,group_1105,4,Emotional Turmoil,2,0.33814284493510227,-0.37971081516456134,Experiment
acceptance,group_1105,4,Emotional Turmoil,6,0.33814284493510227,-0.37971081516456134,Experiment
acceptance and healing,group_1101,4,Emotional Turmoil,1,-0.9954936279977851,-1.4201365088610287,Experiment
acceptance grief,group_400,4,Emotional Turmoil,1,-1.3941042517928466,-1.367599747835545,Experiment
accepting change,group_1609,4,Emotional Turmoil,1,-0.07657222095786631,-0.49768447307167596,Experiment
access lost,group_902,3,Deprivation,1,2.203550098414064,0.7654172613498631,Experiment
access to medicine,group_712,6,Detriment,1,-2.6589825709724355,-1.7975481178907513,Experiment
accident,group_1856,3,Deprivation,7,3.4937079311194355,-1.6132197987484904,Experiment
accident stairs,group_2440,3,Deprivation,1,3.328065696882616,-1.5520804263786072,Experiment
accident with dog,group_1256,8,Separation,1,2.9489509325710177,-3.308656013340133,Experiment
accident with feces,group_1729,3,Deprivation,1,3.325515498782548,-1.6582131120187276,Experiment
accidental plant loss,group_59,8,Separation,1,2.5342964770946548,-1.9952929506850035,Experiment
accidents,group_703,3,Deprivation,1,3.4064730865954864,-1.5548129641666104,Experiment
accommodation,group_842,8,Separation,1,1.5528715508683435,-2.026675453018986,Experiment
account loss,group_376,2,Financial,1,-1.8032800681908783,2.967166502572276,Experiment
account was hacked,group_696,2,Financial,1,-1.4939884655248106,3.0711811829984432,Experiment
achieve goals,group_679,4,Emotional Turmoil,1,0.3327228412470582,-0.6385491943202395,Experiment
achieving less,group_1693,5,Career and Life Setbacks,1,-0.8954121966580688,1.4195573990575527,Experiment
acquaintance's passing,group_104,7,Separation,1,-1.2768077512022917,-3.3926352720960757,Experiment
activities,group_756,4,Emotional Turmoil,1,0.2798680204335866,-0.7780812549186169,Experiment
adapting,group_1613,4,Emotional Turmoil,1,0.22050607086331686,-0.3395063626639618,Experiment
adept,group_1995,4,Emotional Turmoil,1,0.05506945881343128,-1.1205085843339453,Experiment
adequate but worn,group_1539,5,Career and Life Setbacks,1,-0.07540573472106704,1.214472530517254,Experiment
adjust,group_1613,4,Emotional Turmoil,1,0.22050607086331686,-0.3395063626639618,Experiment
adjusting,group_1613,4,Emotional Turmoil,1,0.22050607086331686,-0.3395063626639618,Experiment
adjustment,group_1613,4,Emotional Turmoil,1,0.22050607086331686,-0.3395063626639618,Experiment
admitting defeat,group_11,1,Competitive Failure,1,2.3303367648314026,2.267054108746355,Experiment
adult basketball,group_323,1,Competitive Failure,1,3.108101510383664,2.2749824223771795,Experiment
adult child situation,group_2252,7,Separation,1,0.16546348263779298,-3.4068569212474733,Experiment
aetna,group_1799,7,Separation,1,-2.4409353496795245,-2.1300979123720167,Experiment
afraid,group_71,4,Emotional Turmoil,2,-0.7621564471127642,-0.36288507144619836,Experiment
afterlife,group_203,7,Separation,2,-1.3272509694451284,-2.659481418442359,Experiment
against my chances,group_768,5,Career and Life Setbacks,1,0.24716526624327662,2.287532528746253,Experiment
age,group_305,4,Emotional Turmoil,1,-1.4932098123058921,-1.6841990766325317,Experiment
aged some,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
aggravating,group_863,5,Career and Life Setbacks,1,-0.07758277913293377,0.34129263789736886,Experiment
aggravation,group_863,5,Career and Life Setbacks,1,-0.07758277913293377,0.34129263789736886,Experiment
aggressive,group_677,4,Emotional Turmoil,1,-0.11398982468037255,-0.9043290920707444,Experiment
aging,group_774,6,Detriment,3,-1.9384502909374048,-1.2824860298578358,Experiment
aging and loss,group_1888,6,Detriment,1,-1.9213170488235614,-1.2591220283768259,Experiment
aging health decline,group_265,6,Detriment,1,-2.4587851117923036,-1.1985375828321543,Experiment
aging in life,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
aging or decline,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
aging pain,group_1155,6,Detriment,1,-2.0090680794796008,-1.5983207066132503,Experiment
aging relationship loss,group_1888,6,Detriment,1,-1.9213170488235614,-1.2591220283768259,Experiment
aging situation,group_774,6,Detriment,1,-1.9384502909374048,-1.2824860298578358,Experiment
agony,group_29,6,Detriment,4,-1.7838835403233553,-1.461227908312884,Experiment
agony of defeat,group_11,1,Competitive Failure,1,2.3303367648314026,2.267054108746355,Experiment
aimlessness,group_829,5,Career and Life Setbacks,2,-0.07587865136894578,0.9094929581501979,Experiment
air,group_1243,8,Separation,1,0.7480945685697966,-1.1819771360709874,Experiment
air conditioner failure,group_74,3,Deprivation,1,2.5974255217106013,-1.0265552230186001,Experiment
air conditioner repair,group_74,3,Deprivation,1,2.5974255217106013,-1.0265552230186001,Experiment
airpods,group_1478,3,Deprivation,4,3.5635620356155173,-0.16275621292785683,Experiment
alcohol abuse,group_2129,6,Detriment,1,-2.218996552551619,-0.5263544425966488,Experiment
alcoholism relapse,group_929,6,Detriment,1,-2.0001724396205205,-0.29157195736888863,Experiment
alienation,group_1208,8,Separation,2,0.2907438663125801,-2.7708351125639914,Experiment
all consuming,group_2563,4,Emotional Turmoil,1,-0.01807159505244682,-1.1675106724913684,Experiment
allow yourself time,group_2003,5,Career and Life Setbacks,1,-0.7033115081958794,0.8427158668728643,Experiment
almost,group_1189,3,Deprivation,1,0.9003790182697607,0.8225797283956863,Experiment
almost lost,group_50,3,Deprivation,1,1.4492486855623923,1.2135758020372016,Experiment
almost lost job,group_16,5,Career and Life Setbacks,1,-1.5210789158388076,1.7578660727484545,Experiment
